,genes,logFC,logCPM,LR,PValue,FDR
1,AT1G01010,0.105412575276758,3.29091843070385,0.594203227318486,0.440798344111608,1
2,AT1G01020,-0.0584142927412369,3.75719324823012,0.193658153615194,0.65988924921837,1
3,AT1G01030,0.0479217865696222,2.62401114755452,0.0655432355883256,0.797939925418922,1
4,AT1G01040,0.153579370016048,6.17411042981743,2.61015927756318,0.106181097261794,1
5,AT1G01050,0.0151952370472621,6.31448053076843,0.0305225847147561,0.861309757274866,1
6,AT1G01060,0.0474130004758194,9.55804625414663,0.307793586363128,0.579037295400351,1
7,AT1G01070,-0.00535184206386199,4.34833608322795,0.00102084759853227,0.974511361910642,1
9,AT1G01080,0.0168567071901407,5.40738461329575,0.0279941224218518,0.867122641429664,1
10,AT1G01090,-0.0432120178671438,7.62658849378262,0.278876472239043,0.597438563838583,1
11,AT1G01100,0.0339502389198305,7.48003986535957,0.124688127987408,0.724004430830207,1
12,AT1G01110,0.430786286687888,2.75382290605424,4.21265930696957,0.0401233878630813,1
14,AT1G01120,0.0600712067330316,6.88917254666,0.0967959500275875,0.755709036171766,1
15,AT1G01130,-0.236959694303568,1.03788740847708,0.570080868709695,0.450226783103236,1
16,AT1G01140,-0.202738740083641,5.89813578051144,5.50759873444573,0.0189340246384448,1
17,AT1G01150,-0.910107323238726,-0.676485419490265,1.15244902769351,0.283037068625787,1
18,AT1G01160,0.0924528603100195,4.87352994765402,1.0050414168188,0.316093699804209,1
19,AT1G01170,-0.119682154863976,4.7262944213457,1.29420185601703,0.255275043714862,1
20,AT1G01180,-0.00982257097702078,4.56916177354518,0.00497820510481972,0.943750814330749,1
21,AT1G01190,0.251566671128194,2.98684946258079,0.948921295126457,0.329994024408984,1
22,AT1G01200,-0.161335857935212,0.643200573802708,0.117082285166621,0.732220787483692,1
23,AT1G01210,0.291864502729396,2.53845929232149,2.49064470623748,0.114524802465931,1
24,AT1G01220,0.105991292292216,5.04767179152785,1.13957239036594,0.285742701709826,1
25,AT1G01225,-0.180515148626787,1.86902445981931,0.469255853359082,0.49332971010666,1
26,AT1G01230,-0.345478088477776,4.1281374876124,9.76286803540055,0.00178071894787734,0.715934371676144
27,AT1G01240,-0.105604932487127,5.49184859125912,0.883553359777974,0.347230286395812,1
28,AT1G01250,0.136940351827469,0.147906969802804,0.0525950459702322,0.818607698666592,1
29,AT1G01260,-0.127829002722336,4.40863188881859,1.18144410033256,0.277062201430102,1
31,AT1G01290,-0.123329012958614,3.57319700480078,0.62268751991688,0.430050336608919,1
32,AT1G01300,0.145381397031829,5.37879393033749,1.6754931606282,0.195524383401933,1
35,AT1G01320,0.112734986025161,9.07120228658672,1.14294118147709,0.285031697848734,1
36,AT1G01340,-0.092051075696524,4.95376049991764,0.550973728958025,0.457920101773633,1
37,AT1G01350,0.0818932915744577,4.06979594750027,0.432870476931818,0.5105837999534,1
38,AT1G01355,-2.66221056357159,-0.547564304953922,10.2666206215577,0.00135458694719871,0.704765674198344
39,AT1G01360,-0.0420132878213805,4.31014335825127,0.147808893622384,0.700638113705378,1
40,AT1G01370,0.373935710299205,1.76767854439811,2.31274277031193,0.128317451636717,1
41,AT1G01380,-0.448022120620469,0.288233475777187,1.17648492171919,0.2780727590928,1
42,AT1G01390,0.0323406135719387,2.81983244048164,0.0190077536768847,0.890344258895198,1
45,AT1G01420,0.0735702803326593,4.00265160774757,0.297037966394125,0.585745336195623,1
46,AT1G01430,-0.0261863524141231,6.77279226117522,0.0606594393412454,0.805456689338326,1
47,AT1G01440,-0.0141851618708317,4.86835830449054,0.0202172699128393,0.886931947365927,1
48,AT1G01450,0.091832860227092,3.93129719331905,0.399991301267395,0.527093749286659,1
49,AT1G01453,-0.422943973316338,0.131897186224603,0.571579641290938,0.4496318909535,1
51,AT1G01470,-0.16014615614624,4.74567076330183,2.20073310676214,0.137945119075401,1
53,AT1G01480,0.377214194732683,0.992392340271232,1.33541509185456,0.247844147267035,1
54,AT1G01490,-0.0511080585583732,6.18875634593902,0.286539532184619,0.592446661358067,1
55,AT1G01500,0.0279653228101178,2.81624997720936,0.0343737456164668,0.852914069773138,1
56,AT1G01510,0.141043803118127,5.75729747653935,2.13139300049696,0.144309558396227,1
57,AT1G01520,0.16387479537815,3.44127317699527,0.411228378364619,0.52134668661584,1
59,AT1G01540,0.00964345217407992,6.71319407660229,0.0130796537313058,0.908947416444894,1
60,AT1G01550,-0.0655917369414786,7.28724705403055,0.593477591510535,0.44107749764046,1
61,AT1G01560,-0.501940886306508,1.77079483707151,1.47028196796407,0.225301210781991,1
62,AT1G01570,-0.0840416530044652,1.50938880593898,0.0858126858744619,0.769569524163304,1
63,AT1G01580,-0.48611581493831,7.27375953553094,2.47910572492508,0.115367832071107,1
64,AT1G01590,-0.145815811310055,0.685418344570132,0.147569152362312,0.700869271486154,1
65,AT1G01600,-0.633553491503282,2.48331424722482,4.78432411995757,0.0287199164915585,1
66,AT1G01610,-0.0244419092576266,6.19266934345732,0.0694488295319324,0.792140979957425,1
67,AT1G01620,0.00703916549459858,9.79590955789321,0.00631894711193937,0.936641449401097,1
68,AT1G01630,-0.0478436914888497,5.35660998599805,0.190482284307652,0.662515519295829,1
69,AT1G01640,0.0659612530379289,3.54319849374875,0.252432824881313,0.615367236308391,1
70,AT1G01650,-0.070312262673556,5.67627280356378,0.646088380851193,0.421514666877406,1
71,AT1G01660,-0.179372014776757,1.42898666940409,0.556063336580886,0.455850747011883,1
72,AT1G01670,0.00188090281066263,1.77293555680187,5.84492781179335e-05,0.993900062199075,1
73,AT1G01680,0.101546285748041,1.07085845918023,0.0457501067621067,0.830630697241919,1
74,AT1G01690,0.378664420870151,2.76124533651199,5.84388357408422,0.01563128830179,1
75,AT1G01695,0.859664382692611,0.047721591194065,2.72281812591693,0.0989232211670512,1
76,AT1G01700,-0.145672451144314,1.42852893281357,0.241450434291021,0.623160491843551,1
77,AT1G01710,0.0977132747120434,5.30735496450968,1.16675369204371,0.28006927477043,1
78,AT1G01720,0.181536449373378,4.7370046354007,2.72749394367235,0.0986339454012202,1
79,AT1G01725,-0.0162626920968194,3.09548085769286,0.0109400209106418,0.91669753558232,1
80,AT1G01730,0.0753070149854553,5.16649447702395,0.45714195472296,0.498962722271857,1
81,AT1G01740,0.0251148873204329,2.6490991839411,0.0219172936963457,0.882307330145502,1
82,AT1G01750,0.0958226566956761,2.8655873688691,0.270504784184741,0.602993359689321,1
83,AT1G01760,-0.253438047258014,2.49176175323781,1.11635391537852,0.290704907011044,1
84,AT1G01770,0.148784688682266,4.94956959745188,1.17695382197412,0.277977010428779,1
85,AT1G01780,0.269250569695124,3.89796757681158,4.19677458453018,0.0405009431084076,1
86,AT1G01790,-0.120181895407676,8.36393348475416,1.44951957279624,0.228605056755106,1
87,AT1G01800,-0.144815116188733,5.89164844302297,3.1023842465415,0.0781777213196699,1
88,AT1G01810,0.784597971374275,-0.707047615919866,0.869504092878383,0.351092633268158,1
89,AT1G01820,0.0617141769453306,5.46327853387214,0.562232566530132,0.453362103671588,1
90,AT1G01830,-0.0516285392373905,4.54678750441273,0.24680224429453,0.619335770616504,1
91,AT1G01840,0.100639834497781,0.136421877812426,0.0386246201689424,0.844194200507416,1
92,AT1G01860,0.00322363965516256,3.47684314852617,0.000559969693899376,0.98112087801374,1
93,AT1G01880,-0.150299695825895,1.28503088337867,0.281865362910835,0.595481190295506,1
94,AT1G01900,-0.104071044735988,2.9616811306385,0.254247637656716,0.614099939009992,1
95,AT1G01910,0.0172784349658972,5.18271995896736,0.0357130169674882,0.85010937008963,1
96,AT1G01920,0.0823522457313787,4.15484879798881,0.514892073694575,0.473028748920078,1
97,AT1G01930,0.112172727977283,4.11372180649192,1.00522423814818,0.316049688586951,1
